date,disp_mm
2018-06-13,46.436
2018-06-14,50.177
2018-06-15,45.634
2018-06-16,44.262
2018-06-17,43.429
2018-06-18,40.955
2018-06-19,44.95
2018-06-20,43.068
2018-06-21,44.068
2018-06-22,45.0
2018-06-23,42.265
2018-06-24,46.013
2018-06-25,44.746
2018-06-26,43.275
2018-06-27,44.883
2018-06-28,45.132
2018-06-29,44.468
2018-06-30,46.772
2018-07-01,43.677
2018-07-02,46.483
2018-07-03,44.635
2018-07-04,44.061
2018-07-05,45.363
2018-07-06,45.777
2018-07-07,45.044
2018-07-08,46.651
2018-07-09,43.72
2018-07-10,45.165
2018-07-11,46.513
2018-07-12,44.64
2018-07-13,47.42
2018-07-14,49.877
2018-07-15,45.438
2018-07-16,48.547
2018-07-17,44.557
2018-07-18,46.907
2018-07-19,47.533
2018-07-20,46.836
2018-07-21,45.357
2018-07-22,46.617
2018-07-23,44.868
2018-07-24,45.821
2018-07-25,47.522
2018-07-26,47.679
2018-07-27,46.098
2018-07-28,48.573
2018-07-29,48.278
2018-07-30,46.455
2018-07-31,48.282
2018-08-01,47.198
2018-08-02,47.762
2018-08-03,45.253
2018-08-04,46.013
2018-08-05,47.07
2018-08-06,49.023
2018-08-07,46.614
2018-08-08,46.94
2018-08-09,49.085
2018-08-10,48.414
2018-08-11,48.779
2018-08-12,48.569
2018-08-13,47.234
2018-08-14,49.575
2018-08-15,45.92
2018-08-16,48.919
2018-08-17,51.468
2018-08-18,47.493
2018-08-19,48.363
2018-08-20,48.108
2018-08-21,48.712
2018-08-22,51.211
2018-08-23,49.217
2018-08-24,50.036
2018-08-25,49.558
2018-08-26,49.109
2018-08-27,47.979
2018-08-28,47.514
2018-08-29,47.756
2018-08-30,44.645
2018-08-31,45.752
2018-09-01,45.026
2018-09-02,45.153
2018-09-03,43.801
2018-09-04,45.128
2018-09-05,47.022
2018-09-06,46.652
2018-09-07,46.349
2018-09-08,48.436
2018-09-09,49.184
2018-09-10,50.651
2018-09-11,47.79
2018-09-12,49.537
2018-09-13,45.607
2018-09-14,48.443
2018-09-15,50.266
2018-09-16,47.637
2018-09-17,47.074
2018-09-18,46.865
2018-09-19,46.891
2018-09-20,46.471
2018-09-21,48.263
2018-09-22,48.945
2018-09-23,49.549
2018-09-24,49.476
2018-09-25,47.577
2018-09-26,46.215
2018-09-27,47.312
2018-09-28,47.129
2018-09-29,50.909
2018-09-30,49.842
2018-10-01,49.29
2018-10-02,47.912
2018-10-03,49.053
2018-10-04,49.276
2018-10-05,50.405
2018-10-06,49.809
2018-10-07,48.872
2018-10-08,46.192
2018-10-09,46.347
2018-10-10,46.302
2018-10-11,44.25
2018-10-12,46.82
2018-10-13,48.289
2018-10-14,47.857
2018-10-15,44.81
2018-10-16,44.544
2018-10-17,45.112
2018-10-18,44.806
2018-10-19,44.622
2018-10-20,45.38
2018-10-21,45.299
2018-10-22,44.0
2018-10-23,45.013
2018-10-24,48.558
2018-10-25,43.86
2018-10-26,45.803
2018-10-27,46.093
2018-10-28,41.859
2018-10-29,46.646
2018-10-30,44.087
2018-10-31,46.448
2018-11-01,45.859
2018-11-02,45.389
2018-11-03,45.712
2018-11-04,47.676
2018-11-05,47.057
2018-11-06,44.958
2018-11-07,42.013
2018-11-08,45.876
2018-11-09,46.135
2018-11-10,45.563
2018-11-11,44.652
2018-11-12,45.676
2018-11-13,43.774
2018-11-14,47.188
2018-11-15,44.998
2018-11-16,46.877
2018-11-17,44.43
2018-11-18,43.348
2018-11-19,43.305
2018-11-20,45.473
2018-11-21,45.508
2018-11-22,42.981
2018-11-23,47.846
2018-11-24,46.513
2018-11-25,46.398
2018-11-26,44.824
2018-11-27,44.506
2018-11-28,43.29
2018-11-29,45.489
2018-11-30,44.148
2018-12-01,45.637
2018-12-02,44.833
2018-12-03,44.568
2018-12-04,46.055
2018-12-05,45.125
2018-12-06,46.279
2018-12-07,44.753
2018-12-08,43.751
2018-12-09,44.125
2018-12-10,43.918
2018-12-11,47.696
2018-12-12,47.717
2018-12-13,46.85
2018-12-14,46.456
2018-12-15,46.856
2018-12-16,45.433
2018-12-17,43.949
2018-12-18,45.071
2018-12-19,44.08
2018-12-20,44.866
2018-12-21,46.777
2018-12-22,46.053
2018-12-23,47.417
2018-12-24,49.097
2018-12-25,48.166
2018-12-26,43.209
2018-12-27,44.52
2018-12-28,45.836
2018-12-29,44.674
2018-12-30,44.678
2018-12-31,49.239
2019-01-01,46.1
2019-01-02,48.328
2019-01-03,47.998
2019-01-04,46.796
2019-01-05,50.289
2019-01-06,48.002
2019-01-07,44.669
2019-01-08,45.0
2019-01-09,47.423
2019-01-10,45.773
2019-01-11,45.54
2019-01-12,45.091
2019-01-13,49.939
2019-01-14,48.701
2019-01-15,45.917
2019-01-16,46.301
2019-01-17,47.408
2019-01-18,46.97
2019-01-19,48.323
2019-01-20,46.771
2019-01-21,48.971
2019-01-22,46.343
2019-01-23,48.104
2019-01-24,47.636
2019-01-25,44.264
2019-01-26,47.431
2019-01-27,45.44
2019-01-28,43.567
2019-01-29,43.328
2019-01-30,45.906
2019-01-31,48.61
2019-02-01,49.733
2019-02-02,47.501
2019-02-03,52.714
2019-02-04,48.677
2019-02-05,45.709
2019-02-06,45.287
2019-02-07,46.834
2019-02-08,48.589
2019-02-09,44.953
2019-02-10,47.333
2019-02-11,49.421
2019-02-12,47.81
2019-02-13,48.086
2019-02-14,47.188
2019-02-15,46.339
2019-02-16,48.739
2019-02-17,47.353
2019-02-18,48.641
2019-02-19,49.713
2019-02-20,49.625
2019-02-21,50.326
2019-02-22,50.261
2019-02-23,48.964
2019-02-24,48.769
2019-02-25,48.335
2019-02-26,48.88
2019-02-27,48.082
2019-02-28,50.518
2019-03-01,49.877
2019-03-02,45.304
2019-03-03,46.56
2019-03-04,48.688
2019-03-05,47.877
2019-03-06,45.417
2019-03-07,48.389
2019-03-08,43.989
2019-03-09,48.871
2019-03-10,48.151
2019-03-11,44.993
2019-03-12,48.498
2019-03-13,48.386
2019-03-14,48.992
2019-03-15,45.844
2019-03-16,46.053
2019-03-17,46.805
2019-03-18,47.826
2019-03-19,47.022
2019-03-20,48.714
2019-03-21,47.028
2019-03-22,48.163
2019-03-23,50.521
2019-03-24,49.843
2019-03-25,49.615
2019-03-26,48.34
2019-03-27,48.381
2019-03-28,47.207
2019-03-29,46.965
2019-03-30,50.971
2019-03-31,52.72
2019-04-01,54.435
2019-04-02,50.458
2019-04-03,49.198
2019-04-04,50.427
2019-04-05,50.896
2019-04-06,50.188
2019-04-07,49.547
2019-04-08,50.373
2019-04-09,51.803
2019-04-10,52.306
2019-04-11,53.461
2019-04-12,51.535
2019-04-13,51.816
2019-04-14,52.779
2019-04-15,50.339
2019-04-16,49.338
2019-04-17,47.673
2019-04-18,48.999
2019-04-19,45.992
2019-04-20,48.605
2019-04-21,49.708
2019-04-22,50.109
2019-04-23,51.13
2019-04-24,48.909
2019-04-25,48.11
2019-04-26,49.517
2019-04-27,53.363
2019-04-28,51.655
2019-04-29,51.274
2019-04-30,51.709
2019-05-01,52.082
2019-05-02,48.225
2019-05-03,53.99
2019-05-04,53.696
2019-05-05,53.766
2019-05-06,49.534
2019-05-07,49.368
2019-05-08,50.374
2019-05-09,49.699
2019-05-10,51.207
2019-05-11,52.977
2019-05-12,55.71
2019-05-13,51.018
2019-05-14,54.344
2019-05-15,53.349
2019-05-16,55.066
2019-05-17,57.364
2019-05-18,53.159
2019-05-19,52.777
2019-05-20,55.744
2019-05-21,54.908
2019-05-22,53.545
2019-05-23,53.684
2019-05-24,52.906
2019-05-25,52.301
2019-05-26,57.051
2019-05-27,56.097
2019-05-28,52.023
2019-05-29,54.742
2019-05-30,54.549
2019-05-31,54.442
2019-06-01,52.486
2019-06-02,51.906
2019-06-03,54.533
2019-06-04,53.308
2019-06-05,52.001
2019-06-06,52.067
2019-06-07,56.87
2019-06-08,56.851
2019-06-09,55.413
2019-06-10,57.092
2019-06-11,55.751
2019-06-12,53.655
2019-06-13,54.539
2019-06-14,53.977
2019-06-15,58.24
2019-06-16,57.138
2019-06-17,58.269
2019-06-18,57.416
2019-06-19,54.86
2019-06-20,58.326
2019-06-21,58.015
2019-06-22,54.81
2019-06-23,55.534
2019-06-24,56.627
2019-06-25,53.348
2019-06-26,53.934
2019-06-27,53.931
2019-06-28,55.5
2019-06-29,52.732
2019-06-30,53.878
2019-07-01,53.029
2019-07-02,57.321
2019-07-03,53.625
2019-07-04,55.504
2019-07-05,55.739
2019-07-06,54.01
2019-07-07,51.844
2019-07-08,52.802
2019-07-09,52.596
2019-07-10,53.087
2019-07-11,53.351
2019-07-12,53.807
2019-07-13,54.662
2019-07-14,56.76
2019-07-15,53.696
2019-07-16,55.344
2019-07-17,54.361
2019-07-18,56.977
2019-07-19,58.61
2019-07-20,59.602
2019-07-21,58.479
2019-07-22,59.481
2019-07-23,60.187
2019-07-24,60.033
2019-07-25,59.616
2019-07-26,57.144
2019-07-27,58.817
2019-07-28,58.915
2019-07-29,59.956
2019-07-30,59.721
2019-07-31,61.557
2019-08-01,60.547
2019-08-02,61.109
2019-08-03,60.491
2019-08-04,59.06
2019-08-05,58.866
2019-08-06,58.136
2019-08-07,60.543
2019-08-08,60.324
2019-08-09,62.269
2019-08-10,60.393
2019-08-11,58.455
2019-08-12,57.434
2019-08-13,56.849
2019-08-14,60.711
2019-08-15,61.267
2019-08-16,59.892
2019-08-17,57.356
2019-08-18,59.068
2019-08-19,58.997
2019-08-20,57.817
2019-08-21,58.765
2019-08-22,59.139
2019-08-23,59.667
2019-08-24,59.925
2019-08-25,62.778
2019-08-26,60.474
2019-08-27,61.788
2019-08-28,62.573
2019-08-29,61.482
2019-08-30,59.109
2019-08-31,58.204
2019-09-01,59.729
2019-09-02,60.512
2019-09-03,62.939
2019-09-04,62.905
2019-09-05,61.53
2019-09-06,58.048
2019-09-07,59.139
2019-09-08,62.105
2019-09-09,62.123
2019-09-10,61.844
2019-09-11,65.205
2019-09-12,61.784
2019-09-13,62.388
2019-09-14,61.929
2019-09-15,59.287
2019-09-16,57.98
2019-09-17,62.307
2019-09-18,60.012
2019-09-19,60.293
2019-09-20,61.004
2019-09-21,61.757
2019-09-22,61.39
2019-09-23,62.985
2019-09-24,62.88
2019-09-25,60.082
2019-09-26,63.2
2019-09-27,58.916
2019-09-28,58.067
2019-09-29,61.106
2019-09-30,58.505
2019-10-01,60.019
2019-10-02,57.5
2019-10-03,61.211
2019-10-04,62.041
2019-10-05,60.016
2019-10-06,60.831
2019-10-07,58.949
2019-10-08,59.25
2019-10-09,58.777
2019-10-10,58.259
2019-10-11,56.662
2019-10-12,54.711
2019-10-13,58.451
2019-10-14,58.202
2019-10-15,58.542
2019-10-16,59.75
2019-10-17,59.684
2019-10-18,60.55
2019-10-19,59.255
2019-10-20,62.445
2019-10-21,59.688
2019-10-22,58.507
2019-10-23,59.221
2019-10-24,61.095
2019-10-25,59.385
2019-10-26,59.27
2019-10-27,63.007
2019-10-28,59.627
2019-10-29,59.055
2019-10-30,56.884
2019-10-31,58.396
2019-11-01,60.853
2019-11-02,57.522
2019-11-03,59.671
2019-11-04,60.413
2019-11-05,57.601
2019-11-06,59.125
2019-11-07,61.25
2019-11-08,61.435
2019-11-09,60.257
2019-11-10,57.08
2019-11-11,60.74
2019-11-12,59.44
2019-11-13,58.052
2019-11-14,56.769
2019-11-15,57.428
2019-11-16,58.096
2019-11-17,58.552
2019-11-18,57.824
2019-11-19,57.753
2019-11-20,57.731
2019-11-21,56.358
2019-11-22,55.889
2019-11-23,55.729
2019-11-24,55.614
2019-11-25,53.648
2019-11-26,52.093
2019-11-27,53.805
2019-11-28,52.48
2019-11-29,53.548
2019-11-30,52.564
2019-12-01,55.3
2019-12-02,52.885
2019-12-03,54.841
2019-12-04,56.01
2019-12-05,59.548
2019-12-06,57.74
2019-12-07,58.917
2019-12-08,56.254
2019-12-09,55.347
2019-12-10,56.161
2019-12-11,54.242
2019-12-12,56.804
2019-12-13,56.052
2019-12-14,56.511
2019-12-15,55.166
2019-12-16,55.996
2019-12-17,57.414
2019-12-18,56.467
2019-12-19,57.886
2019-12-20,57.204
2019-12-21,56.187
2019-12-22,55.495
2019-12-23,54.559
2019-12-24,53.278
2019-12-25,56.283
2019-12-26,56.596
2019-12-27,55.871
2019-12-28,56.159
2019-12-29,54.338
2019-12-30,56.578
2019-12-31,56.558
2020-01-01,54.205
2020-01-02,55.53
2020-01-03,55.851
2020-01-04,56.563
2020-01-05,56.604
2020-01-06,55.932
2020-01-07,56.192
2020-01-08,55.532
2020-01-09,54.944
2020-01-10,54.4
2020-01-11,56.642
2020-01-12,56.381
2020-01-13,55.345
2020-01-14,57.74
2020-01-15,58.929
2020-01-16,57.045
2020-01-17,56.134
2020-01-18,52.951
2020-01-19,55.978
2020-01-20,55.338
2020-01-21,55.224
2020-01-22,55.888
2020-01-23,55.677
2020-01-24,59.234
2020-01-25,58.402
2020-01-26,58.769
2020-01-27,59.631
2020-01-28,57.434
2020-01-29,53.966
2020-01-30,55.347
2020-01-31,58.398
2020-02-01,57.092
2020-02-02,54.106
2020-02-03,57.808
2020-02-04,59.798
2020-02-05,59.178
2020-02-06,53.788
2020-02-07,55.232
2020-02-08,58.935
2020-02-09,58.172
2020-02-10,58.75
2020-02-11,59.87
2020-02-12,58.619
2020-02-13,60.342
2020-02-14,62.128
2020-02-15,58.675
2020-02-16,59.018
2020-02-17,58.661
2020-02-18,59.88
2020-02-19,58.346
2020-02-20,60.005
2020-02-21,61.636
2020-02-22,59.429
2020-02-23,56.554
2020-02-24,56.513
2020-02-25,60.291
2020-02-26,59.304
2020-02-27,60.049
2020-02-28,59.086
2020-02-29,61.434
2020-03-01,63.101
2020-03-02,61.195
2020-03-03,63.602
2020-03-04,61.783
2020-03-05,61.037
2020-03-06,59.15
2020-03-07,62.135
2020-03-08,63.648
2020-03-09,62.715
2020-03-10,61.643
2020-03-11,58.73
2020-03-12,61.26
2020-03-13,61.112
2020-03-14,61.137
2020-03-15,64.938
2020-03-16,61.467
2020-03-17,63.826
2020-03-18,62.177
2020-03-19,64.224
2020-03-20,62.024
2020-03-21,62.529
2020-03-22,61.971
2020-03-23,63.684
2020-03-24,62.641
2020-03-25,64.194
2020-03-26,62.747
2020-03-27,64.235
2020-03-28,63.476
2020-03-29,62.821
2020-03-30,62.849
2020-03-31,65.004
2020-04-01,64.429
2020-04-02,61.458
2020-04-03,61.621
2020-04-04,61.363
2020-04-05,61.1
2020-04-06,61.788
2020-04-07,62.37
2020-04-08,62.633
2020-04-09,66.446
2020-04-10,62.073
2020-04-11,65.533
2020-04-12,65.193
2020-04-13,64.201
2020-04-14,64.93
2020-04-15,64.931
2020-04-16,65.017
2020-04-17,66.385
2020-04-18,63.934
2020-04-19,63.034
2020-04-20,65.83
2020-04-21,65.416
2020-04-22,63.592
2020-04-23,63.701
2020-04-24,62.951
2020-04-25,64.351
2020-04-26,62.322
2020-04-27,61.888
2020-04-28,60.15
2020-04-29,63.951
2020-04-30,64.938
2020-05-01,65.236
2020-05-02,68.328
2020-05-03,65.301
2020-05-04,63.927
2020-05-05,67.49
2020-05-06,66.617
2020-05-07,68.21
2020-05-08,66.085
2020-05-09,63.034
2020-05-10,67.322
2020-05-11,63.136
2020-05-12,62.311
2020-05-13,63.869
2020-05-14,63.517
2020-05-15,66.92
2020-05-16,65.261
2020-05-17,65.941
2020-05-18,64.485
2020-05-19,66.295
2020-05-20,63.74
2020-05-21,65.005
2020-05-22,64.453
2020-05-23,64.266
2020-05-24,63.706
2020-05-25,62.383
2020-05-26,61.231
2020-05-27,64.401
2020-05-28,62.051
2020-05-29,65.46
2020-05-30,63.816
2020-05-31,63.553
2020-06-01,65.104
2020-06-02,63.38
2020-06-03,66.658
2020-06-04,65.66
2020-06-05,66.727
2020-06-06,66.557
2020-06-07,66.857
2020-06-08,67.634
2020-06-09,64.285
2020-06-10,65.137
2020-06-11,65.562
2020-06-12,68.759
2020-06-13,66.846
2020-06-14,67.082
2020-06-15,68.607
2020-06-16,65.814
2020-06-17,70.354
2020-06-18,71.906
2020-06-19,68.323
2020-06-20,66.752
2020-06-21,67.411
2020-06-22,66.806
2020-06-23,69.32
2020-06-24,66.823
2020-06-25,65.136
2020-06-26,68.12
2020-06-27,64.034
2020-06-28,67.189
2020-06-29,67.572
2020-06-30,69.906
2020-07-01,68.971
2020-07-02,69.695
2020-07-03,70.718
2020-07-04,71.289
2020-07-05,68.312
2020-07-06,71.58
2020-07-07,69.477
2020-07-08,71.362
2020-07-09,70.093
2020-07-10,70.901
2020-07-11,71.496
2020-07-12,72.892
2020-07-13,68.498
2020-07-14,69.66
2020-07-15,72.53
2020-07-16,72.298
2020-07-17,70.164
2020-07-18,71.278
2020-07-19,69.47
2020-07-20,70.958
2020-07-21,70.851
2020-07-22,73.874
2020-07-23,73.438
2020-07-24,72.652
2020-07-25,71.122
2020-07-26,71.927
2020-07-27,72.301
2020-07-28,71.268
2020-07-29,71.13
2020-07-30,66.371
2020-07-31,69.082
2020-08-01,70.172
2020-08-02,70.49
2020-08-03,69.49
2020-08-04,74.074
2020-08-05,73.567
2020-08-06,72.891
2020-08-07,70.318
2020-08-08,72.001
2020-08-09,71.335
2020-08-10,73.216
2020-08-11,72.231
2020-08-12,72.42
2020-08-13,73.798
2020-08-14,70.864
2020-08-15,75.006
2020-08-16,74.119
2020-08-17,75.799
2020-08-18,73.402
2020-08-19,74.062
2020-08-20,71.767
2020-08-21,72.014
2020-08-22,77.542
2020-08-23,73.022
2020-08-24,72.104
2020-08-25,72.353
2020-08-26,72.763
2020-08-27,75.044
2020-08-28,75.134
2020-08-29,74.24
2020-08-30,72.125
2020-08-31,74.803
2020-09-01,76.336
2020-09-02,74.34
2020-09-03,75.244
2020-09-04,72.898
2020-09-05,72.193
2020-09-06,71.486
2020-09-07,74.741
2020-09-08,74.438
2020-09-09,75.38
2020-09-10,72.803
2020-09-11,73.384
2020-09-12,77.54
2020-09-13,76.42
2020-09-14,72.697
2020-09-15,72.256
2020-09-16,75.588
2020-09-17,74.266
2020-09-18,75.026
2020-09-19,75.964
2020-09-20,73.131
2020-09-21,72.784
2020-09-22,73.925
2020-09-23,74.911
2020-09-24,72.749
2020-09-25,71.355
2020-09-26,70.271
2020-09-27,71.395
2020-09-28,72.14
2020-09-29,72.049
2020-09-30,75.239
2020-10-01,72.477
2020-10-02,72.236
2020-10-03,73.423
2020-10-04,75.012
2020-10-05,74.571
2020-10-06,73.926
2020-10-07,72.981
2020-10-08,71.341
2020-10-09,72.056
2020-10-10,71.613
2020-10-11,70.631
2020-10-12,72.489
2020-10-13,68.877
2020-10-14,70.42
2020-10-15,72.249
2020-10-16,69.331
2020-10-17,71.63
2020-10-18,70.563
2020-10-19,72.527
2020-10-20,72.543
2020-10-21,70.014
2020-10-22,72.146
2020-10-23,69.09
2020-10-24,70.848
2020-10-25,71.366
2020-10-26,69.623
2020-10-27,70.744
2020-10-28,73.111
2020-10-29,72.547
2020-10-30,72.501
2020-10-31,71.041
2020-11-01,69.425
2020-11-02,69.211
2020-11-03,66.122
2020-11-04,69.673
2020-11-05,69.421
2020-11-06,70.863
2020-11-07,69.533
2020-11-08,71.991
2020-11-09,68.149
2020-11-10,71.01
2020-11-11,69.45
2020-11-12,69.468
2020-11-13,70.709
2020-11-14,69.011
2020-11-15,69.784
2020-11-16,70.522
2020-11-17,70.04
2020-11-18,68.413
2020-11-19,68.967
2020-11-20,67.646
2020-11-21,67.92
2020-11-22,69.007
2020-11-23,68.321
2020-11-24,68.508
2020-11-25,71.144
2020-11-26,70.784
2020-11-27,69.925
2020-11-28,68.0
2020-11-29,67.417
2020-11-30,70.614
2020-12-01,69.313
2020-12-02,67.87
2020-12-03,65.385
2020-12-04,67.351
2020-12-05,69.896
2020-12-06,67.952
2020-12-07,66.653
2020-12-08,68.85
2020-12-09,67.968
2020-12-10,67.549
2020-12-11,66.437
2020-12-12,65.826
2020-12-13,68.845
2020-12-14,68.406
2020-12-15,66.282
2020-12-16,67.511
2020-12-17,64.065
2020-12-18,66.704
2020-12-19,69.717
2020-12-20,66.536
2020-12-21,66.988
2020-12-22,69.469
2020-12-23,66.86
2020-12-24,67.464
2020-12-25,67.84
2020-12-26,66.248
2020-12-27,65.715
2020-12-28,66.846
2020-12-29,67.961
2020-12-30,66.726
2020-12-31,69.118
2021-01-01,69.915
2021-01-02,71.149
2021-01-03,67.515
2021-01-04,66.805
2021-01-05,69.418
2021-01-06,65.334
2021-01-07,70.469
2021-01-08,67.289
2021-01-09,69.7
2021-01-10,67.15
2021-01-11,70.599
2021-01-12,69.363
2021-01-13,67.813
2021-01-14,67.852
2021-01-15,67.826
2021-01-16,68.48
2021-01-17,68.899
2021-01-18,68.912
2021-01-19,67.41
2021-01-20,68.253
2021-01-21,71.532
2021-01-22,70.899
2021-01-23,68.111
2021-01-24,67.503
2021-01-25,68.709
2021-01-26,66.448
2021-01-27,66.501
2021-01-28,72.012
2021-01-29,68.344
2021-01-30,67.754
2021-01-31,69.47
2021-02-01,68.489
2021-02-02,68.745
2021-02-03,72.838
2021-02-04,73.17
2021-02-05,70.702
2021-02-06,70.647
2021-02-07,69.153
2021-02-08,69.382
2021-02-09,66.788
2021-02-10,69.246
2021-02-11,73.748
2021-02-12,70.295
2021-02-13,70.416
2021-02-14,69.033
2021-02-15,68.533
2021-02-16,71.706
2021-02-17,71.531
2021-02-18,70.283
2021-02-19,67.715
2021-02-20,72.048
2021-02-21,72.2
2021-02-22,74.294
2021-02-23,72.165
2021-02-24,71.426
2021-02-25,74.575
2021-02-26,74.808
2021-02-27,73.295
2021-02-28,72.754
2021-03-01,76.135
2021-03-02,72.888
2021-03-03,71.009
2021-03-04,73.285
2021-03-05,71.888
2021-03-06,73.864
2021-03-07,72.683
2021-03-08,75.658
2021-03-09,77.846
2021-03-10,74.73
2021-03-11,74.85
2021-03-12,74.884
2021-03-13,75.438
2021-03-14,78.251
2021-03-15,74.773
2021-03-16,71.117
2021-03-17,72.611
2021-03-18,73.968
2021-03-19,74.72
2021-03-20,75.363
2021-03-21,75.647
2021-03-22,78.696
2021-03-23,74.994
2021-03-24,73.383
2021-03-25,76.34
2021-03-26,76.348
2021-03-27,77.181
2021-03-28,77.674
2021-03-29,76.106
2021-03-30,74.285
2021-03-31,73.906
2021-04-01,71.46
2021-04-02,72.64
2021-04-03,75.382
2021-04-04,74.769
2021-04-05,74.058
2021-04-06,75.168
2021-04-07,78.752
2021-04-08,77.858
2021-04-09,76.602
2021-04-10,78.349
2021-04-11,74.62
2021-04-12,75.296
2021-04-13,78.777
2021-04-14,78.268
2021-04-15,76.427
2021-04-16,76.787
2021-04-17,77.886
2021-04-18,77.539
2021-04-19,76.723
2021-04-20,73.597
2021-04-21,75.337
2021-04-22,74.491
2021-04-23,75.265
2021-04-24,75.856
2021-04-25,75.461
2021-04-26,76.162
2021-04-27,75.636
2021-04-28,78.122
2021-04-29,74.4
2021-04-30,75.409
2021-05-01,74.725
2021-05-02,75.621
2021-05-03,75.827
2021-05-04,74.929
2021-05-05,76.115
2021-05-06,76.051
2021-05-07,77.377
2021-05-08,73.748
2021-05-09,77.672
2021-05-10,75.742
2021-05-11,77.611
2021-05-12,77.585
2021-05-13,76.447
2021-05-14,78.617
2021-05-15,76.477
2021-05-16,77.851
2021-05-17,80.045
2021-05-18,77.214
2021-05-19,75.976
2021-05-20,75.173
2021-05-21,75.178
2021-05-22,75.79
2021-05-23,76.528
2021-05-24,76.031
2021-05-25,74.979
2021-05-26,78.627
2021-05-27,76.235
2021-05-28,76.116
2021-05-29,78.552
2021-05-30,74.973
2021-05-31,75.281
2021-06-01,76.342
2021-06-02,79.009
2021-06-03,75.836
2021-06-04,78.866
2021-06-05,78.861
2021-06-06,76.501
2021-06-07,78.815
2021-06-08,78.153
2021-06-09,79.168
2021-06-10,76.926
2021-06-11,78.955
2021-06-12,77.767
2021-06-13,78.589
2021-06-14,77.354
2021-06-15,79.937
2021-06-16,77.566
2021-06-17,78.687
2021-06-18,77.343
2021-06-19,80.37
2021-06-20,79.087
2021-06-21,81.14
2021-06-22,84.094
2021-06-23,79.492
2021-06-24,80.297
2021-06-25,78.756
2021-06-26,80.268
2021-06-27,81.449
2021-06-28,77.964
2021-06-29,79.039
2021-06-30,80.422
2021-07-01,81.041
2021-07-02,82.054
2021-07-03,83.857
2021-07-04,81.442
2021-07-05,82.27
2021-07-06,79.134
2021-07-07,80.63
2021-07-08,78.964
2021-07-09,83.23
2021-07-10,84.535
2021-07-11,83.247
2021-07-12,83.337
2021-07-13,80.086
2021-07-14,80.119
2021-07-15,80.341
2021-07-16,81.096
2021-07-17,80.851
2021-07-18,79.544
2021-07-19,78.433
2021-07-20,79.01
2021-07-21,81.915
2021-07-22,82.514
2021-07-23,81.345
2021-07-24,79.744
2021-07-25,80.633
2021-07-26,78.398
2021-07-27,81.137
2021-07-28,80.08
2021-07-29,80.237
2021-07-30,81.34
2021-07-31,81.662
2021-08-01,83.65
2021-08-02,85.398
2021-08-03,82.908
2021-08-04,83.834
2021-08-05,84.067
2021-08-06,82.865
2021-08-07,84.132
2021-08-08,83.225
2021-08-09,82.567
2021-08-10,83.766
2021-08-11,84.135
2021-08-12,83.14
2021-08-13,84.269
2021-08-14,82.427
2021-08-15,84.681
2021-08-16,84.316
2021-08-17,81.874
2021-08-18,81.088
2021-08-19,81.614
2021-08-20,84.285
2021-08-21,85.823
2021-08-22,84.482
2021-08-23,85.953
2021-08-24,85.707
2021-08-25,81.64
2021-08-26,83.509
2021-08-27,83.645
2021-08-28,83.449
2021-08-29,83.933
2021-08-30,84.521
2021-08-31,83.705
2021-09-01,85.237
2021-09-02,86.321
2021-09-03,83.903
2021-09-04,83.72
2021-09-05,82.025
2021-09-06,83.524
2021-09-07,81.622
2021-09-08,83.527
2021-09-09,82.017
2021-09-10,79.038
2021-09-11,83.622
2021-09-12,81.494
2021-09-13,83.679
2021-09-14,82.758
2021-09-15,82.376
2021-09-16,82.421
2021-09-17,84.456
2021-09-18,83.665
2021-09-19,83.002
2021-09-20,80.392
2021-09-21,82.187
2021-09-22,82.961
2021-09-23,82.535
2021-09-24,84.7
2021-09-25,83.959
2021-09-26,84.795
2021-09-27,84.974
2021-09-28,85.891
2021-09-29,83.751
2021-09-30,84.087
2021-10-01,82.425
2021-10-02,80.887
2021-10-03,84.831
2021-10-04,85.89
2021-10-05,83.86
2021-10-06,82.363
2021-10-07,80.951
2021-10-08,80.448
2021-10-09,82.73
2021-10-10,82.409
2021-10-11,81.373
2021-10-12,82.956
2021-10-13,85.501
2021-10-14,82.95
2021-10-15,86.417
2021-10-16,82.191
2021-10-17,87.306
2021-10-18,87.274
2021-10-19,82.231
2021-10-20,82.148
2021-10-21,82.324
2021-10-22,81.882
2021-10-23,81.871
2021-10-24,83.773
2021-10-25,80.957
2021-10-26,82.002
2021-10-27,82.042
2021-10-28,81.211
2021-10-29,80.238
2021-10-30,79.143
2021-10-31,80.471
2021-11-01,80.572
2021-11-02,80.612
2021-11-03,81.66
2021-11-04,80.219
2021-11-05,80.35
2021-11-06,78.291
2021-11-07,83.43
2021-11-08,81.439
2021-11-09,81.081
2021-11-10,81.32
2021-11-11,84.26
2021-11-12,81.347
2021-11-13,80.782
2021-11-14,77.112
2021-11-15,78.646
2021-11-16,78.248
2021-11-17,78.575
2021-11-18,79.83
2021-11-19,80.639
2021-11-20,80.563
2021-11-21,81.468
2021-11-22,79.487
2021-11-23,80.136
2021-11-24,79.956
2021-11-25,81.991
2021-11-26,81.199
2021-11-27,77.915
2021-11-28,77.679
2021-11-29,79.932
2021-11-30,77.575
2021-12-01,77.57
2021-12-02,80.195
2021-12-03,79.551
2021-12-04,81.203
2021-12-05,80.702
